"9800000","宮城県","仙台市青葉区","","12842"
"9810916","宮城県","仙台市青葉区","青葉町","12843"
"9800856","宮城県","仙台市青葉区","青葉山","12844"
"9893211","宮城県","仙台市青葉区","赤坂","12845"
"9810963","宮城県","仙台市青葉区","あけぼの町","12846"
"9810904","宮城県","仙台市青葉区","旭ケ丘","12847"
"9893128","宮城県","仙台市青葉区","愛子中央","12848"
"9893127","宮城県","仙台市青葉区","愛子東","12849"
"9810945","宮城県","仙台市青葉区","荒巻","12850"
"9800845","宮城県","仙台市青葉区","荒巻","12851"
"9810965","宮城県","仙台市青葉区","荒巻神明町","12852"
"9810964","宮城県","仙台市青葉区","荒巻中央","12853"
"9810966","宮城県","仙台市青葉区","荒巻本沢","12854"
"9800811","宮城県","仙台市青葉区","一番町","12855"
"9800022","宮城県","仙台市青葉区","五橋","12856"
"9893212","宮城県","仙台市青葉区","芋沢","12857"
"9800005","宮城県","仙台市青葉区","梅田町","12858"
"9893213","宮城県","仙台市青葉区","大倉","12859"
"9800805","宮城県","仙台市青葉区","大手町","12860"
"9800804","宮城県","仙台市青葉区","大町","12861"
"9800814","宮城県","仙台市青葉区","霊屋下","12862"
"9800003","宮城県","仙台市青葉区","小田原","12863"
"9893126","宮城県","仙台市青葉区","落合","12864"
"9820261","宮城県","仙台市青葉区","折立","12865"
"9810942","宮城県","仙台市青葉区","貝ケ森","12866"
"9800013","宮城県","仙台市青葉区","花京院","12867"
"9810933","宮城県","仙台市青葉区","柏木","12868"
"9800821","宮城県","仙台市青葉区","春日町","12869"
"9800812","宮城県","仙台市青葉区","片平","12870"
"9800815","宮城県","仙台市青葉区","花壇","12871"
"9893124","宮城県","仙台市青葉区","上愛子","12872"
"9800011","宮城県","仙台市青葉区","上杉","12873"
"9800862","宮城県","仙台市青葉区","川内","12874"
"9800863","宮城県","仙台市青葉区","川内追廻","12875"
"9800867","宮城県","仙台市青葉区","川内亀岡北裏丁","12876"
"9800865","宮城県","仙台市青葉区","川内亀岡町","12877"
"9800852","宮城県","仙台市青葉区","川内川前丁","12878"
"9800866","宮城県","仙台市青葉区","川内三十人町","12879"
"9800853","宮城県","仙台市青葉区","川内大工町","12880"
"9800854","宮城県","仙台市青葉区","川内中ノ瀬町","12881"
"9800851","宮城県","仙台市青葉区","川内明神横丁","12882"
"9800861","宮城県","仙台市青葉区","川内元支倉","12883"
"9800864","宮城県","仙台市青葉区","川内山屋敷","12884"
"9800855","宮城県","仙台市青葉区","川内澱橋通","12885"
"9810954","宮城県","仙台市青葉区","川平","12886"
"9810941","宮城県","仙台市青葉区","菊田町","12887"
"9810902","宮城県","仙台市青葉区","北根","12888"
"9810901","宮城県","仙台市青葉区","北根黒松","12889"
"9800023","宮城県","仙台市青葉区","北目町","12890"
"9810931","宮城県","仙台市青葉区","北山","12891"
"9810932","宮城県","仙台市青葉区","木町","12892"
"9800801","宮城県","仙台市青葉区","木町通","12893"
"9810943","宮城県","仙台市青葉区","国見","12894"
"9893201","宮城県","仙台市青葉区","国見ケ丘","12895"
"9893432","宮城県","仙台市青葉区","熊ケ根","12896"
"9893122","宮城県","仙台市青葉区","栗生","12897"
"9800803","宮城県","仙台市青葉区","国分町","12898"
"9810905","宮城県","仙台市青葉区","小松島","12899"
"9810906","宮城県","仙台市青葉区","小松島新堤","12900"
"9800813","宮城県","仙台市青葉区","米ケ袋","12901"
"9893121","宮城県","仙台市青葉区","郷六","12902"
"9810922","宮城県","仙台市青葉区","鷺ケ森","12903"
"9893431","宮城県","仙台市青葉区","作並","12904"
"9810961","宮城県","仙台市青葉区","桜ケ丘","12905"
"9800823","宮城県","仙台市青葉区","桜ケ岡公園","12906"
"9810935","宮城県","仙台市青葉区","三条町","12907"
"9810944","宮城県","仙台市青葉区","子平町","12908"
"9893125","宮城県","仙台市青葉区","下愛子","12909"
"9810913","宮城県","仙台市青葉区","昭和町","12910"
"9820262","宮城県","仙台市青葉区","西花苑","12911"
"9800872","宮城県","仙台市青葉区","星陵町","12912"
"9810911","宮城県","仙台市青葉区","台原","12913"
"9810903","宮城県","仙台市青葉区","台原森林公園","12914"
"9893216","宮城県","仙台市青葉区","高野原","12915"
"9810907","宮城県","仙台市青葉区","高松","12916"
"9810951","宮城県","仙台市青葉区","滝道","12917"
"9800822","宮城県","仙台市青葉区","立町","12918"
"9800021","宮城県","仙台市青葉区","中央","12919"
"9806190","宮城県","仙台市青葉区","中央アエル","12920"
"9806101","宮城県","仙台市青葉区","中央アエル","12921"
"9806102","宮城県","仙台市青葉区","中央アエル","12922"
"9806103","宮城県","仙台市青葉区","中央アエル","12923"
"9806104","宮城県","仙台市青葉区","中央アエル","12924"
"9806105","宮城県","仙台市青葉区","中央アエル","12925"
"9806106","宮城県","仙台市青葉区","中央アエル","12926"
"9806107","宮城県","仙台市青葉区","中央アエル","12927"
"9806108","宮城県","仙台市青葉区","中央アエル","12928"
"9806109","宮城県","仙台市青葉区","中央アエル","12929"
"9806110","宮城県","仙台市青葉区","中央アエル","12930"
"9806111","宮城県","仙台市青葉区","中央アエル","12931"
"9806112","宮城県","仙台市青葉区","中央アエル","12932"
"9806113","宮城県","仙台市青葉区","中央アエル","12933"
"9806114","宮城県","仙台市青葉区","中央アエル","12934"
"9806115","宮城県","仙台市青葉区","中央アエル","12935"
"9806116","宮城県","仙台市青葉区","中央アエル","12936"
"9806117","宮城県","仙台市青葉区","中央アエル","12937"
"9806118","宮城県","仙台市青葉区","中央アエル","12938"
"9806119","宮城県","仙台市青葉区","中央アエル","12939"
"9806120","宮城県","仙台市青葉区","中央アエル","12940"
"9806121","宮城県","仙台市青葉区","中央アエル","12941"
"9806122","宮城県","仙台市青葉区","中央アエル","12942"
"9806123","宮城県","仙台市青葉区","中央アエル","12943"
"9806124","宮城県","仙台市青葉区","中央アエル","12944"
"9806125","宮城県","仙台市青葉区","中央アエル","12945"
"9806126","宮城県","仙台市青葉区","中央アエル","12946"
"9806127","宮城県","仙台市青葉区","中央アエル","12947"
"9806128","宮城県","仙台市青葉区","中央アエル","12948"
"9806129","宮城県","仙台市青葉区","中央アエル","12949"
"9806130","宮城県","仙台市青葉区","中央アエル","12950"
"9806131","宮城県","仙台市青葉区","中央アエル","12951"
"9806090","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル","12952"
"9806001","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル","12953"
"9806002","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル","12954"
"9806003","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル","12955"
"9806004","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル","12956"
